clientid_cr,algo_cr,pubclientid_cr,siteId_cr,goalid_cr,ispDimId_cr,osVerDimId_cr,conversion_fraud
29892,33,13540,1219,469,151879,360831,0
85572,33,2308,4,10346,277221,199452,0
75694,38,85030,3290,6384,172725,199414,0
75694,39,15240,178,6384,162352,199452,0
75694,26,85030,3290,6384,266906,199522,0
75694,38,15240,178,6384,266031,199414,0
75694,38,15240,178,6384,149741,199452,0
32847,39,13540,1219,607,273302,360833,0
77713,20,65594,2602,7229,0,199452,0
75694,37,15240,178,6384,133765,199452,0
82122,6,2658,3,8628,150733,0,0
7750,38,2658,667,1589,136127,360833,0
75694,38,85030,3290,6384,266737,199452,0
75694,26,2658,3,6384,266906,199414,0
75694,38,15240,178,6384,282203,199452,0
75694,18,85030,3290,6384,280429,199522,0
29892,33,8358,27,469,266737,199452,0
29892,33,15240,179,469,280429,360833,0
75694,18,85030,3290,6384,133191,199414,0
85572,18,13539,205,10346,280429,199452,0
75694,20,15240,178,6384,136127,199414,0
75694,26,15240,178,6384,280429,199452,0
2139,18,16153,1043,722,0,360956,0
70491,6,76969,2923,4902,280429,359919,0
85572,1,15336,379,10346,136127,199522,0
75694,21,85030,3290,6384,0,199414,0
67886,21,24142,1308,6819,257082,360622,1
75694,39,2314,21,6384,151167,199414,1
75694,18,85030,3290,6384,280429,199422,1
82231,11,2312,15,8975,175395,199429,1
81427,38,2621,6,8385,148898,0,1
75694,38,13345,156,6384,143566,199419,1
54510,29,33682,2944,5645,136002,360163,1
74709,33,54079,2249,7529,169596,359832,1
75694,38,2314,21,6384,147570,199429,1
75694,38,13471,158,6384,280429,199446,1
75694,38,2320,34,6384,147570,199414,1
75694,38,2320,34,6384,266737,199468,1
75694,39,2320,34,6384,146513,199414,1
75694,39,2320,34,6384,280429,199429,1
75694,38,10715,127,6384,280429,0,1
77569,38,2418,24,7038,138716,0,1
79025,29,2495,17,7547,276237,0,1
75694,38,2320,34,6384,266788,199414,1
75694,22,2320,34,6384,173882,199423,1
75694,24,85030,3290,6384,161654,199522,1
75694,18,85030,3290,6384,266836,199452,1
80491,25,13195,418,8058,185175,199442,1
78298,31,8224,242,7293,185054,199429,1
62370,30,9231,2913,7454,210363,360903,1
75694,38,2320,34,6384,266737,199494,1
77190,34,2398,26,6906,265934,199443,1
75694,39,2320,34,6384,266768,199445,1
75694,24,11935,141,6384,132991,199442,1
80071,24,2550,12,7912,146074,0,1
75694,38,2317,26,6384,150855,199452,1
75694,30,15240,178,6384,139068,199429,1
75694,18,85030,3290,6384,280429,199432,1
75694,38,14169,166,6384,143492,199414,1
78725,29,2479,19,7442,141767,0,1
78498,38,2467,20,7363,158594,0,1
75694,39,2320,34,6384,139882,0,1
75694,38,2320,34,6384,267047,199520,1
75694,38,46226,1559,6384,135078,199435,1
75694,38,11070,131,6384,280429,0,1
82122,20,2658,3,8628,272051,0,1
81637,8,3606,16,8458,266734,0,1
73544,36,60307,2667,7444,135904,359633,1
68917,23,28666,1450,6926,243860,360502,1
75694,38,2320,34,6384,151879,199425,1
75694,18,85030,3290,6384,279396,199416,1
75694,38,2320,34,6384,266765,199452,1
75694,34,85030,3290,6384,137692,199414,1
78885,16,2316,25,7648,174028,199440,1
75694,38,2320,34,6384,266932,199452,1
76547,38,3819,391,6717,280429,248085,1
75694,39,2320,34,6384,151879,199428,1
80432,23,2569,11,8038,154399,0,1
75694,38,2348,31,6384,266751,199452,1
75694,18,85030,3290,6384,152739,199418,1
78442,38,10644,1294,7503,272065,359896,1
79586,27,7621,72,7742,271461,0,1
75694,38,2320,34,6384,151879,199452,1
75694,37,11016,119,6384,266796,199452,1
75694,39,2320,34,6384,135222,199420,1
75694,38,2320,34,6384,280429,199427,1
75694,38,2320,34,6384,153594,0,1
84044,8,2310,10,9693,177276,199414,1
75694,23,66470,2462,6384,149550,199414,1
79805,27,7191,66,7819,275256,0,1
75694,18,85030,3290,6384,155073,199493,1
75694,38,2320,34,6384,146789,199434,1
81914,21,2647,4,8555,150260,0,1
83355,16,12811,396,9201,182994,199441,1
75694,38,2320,34,6384,266321,199452,1
75694,38,2320,34,6384,266804,199452,1
71177,32,11776,2808,8580,230832,360922,1
75694,18,85030,3290,6384,280429,199419,1
75694,38,3304,44,6384,280429,199416,1
75694,38,2320,34,6384,266737,199449,1
75694,38,9857,118,6384,144976,199414,1
75694,38,7731,94,6384,280429,199452,1
75694,38,2320,34,6384,280429,199448,1
75694,39,2320,34,6384,151850,199452,1
76486,35,2361,30,6660,266598,199414,1
75694,38,2471,20,6384,266909,199431,1
76753,35,2375,28,6753,162381,0,1
75694,18,85030,3290,6384,272471,199452,1
75694,39,2320,34,6384,147252,199422,1
75694,38,2320,34,6384,266737,199432,1
75694,20,15240,178,6384,133140,199451,1
82122,19,2658,3,8628,150733,0,1
75694,24,85030,3290,6384,266737,199452,1
78220,21,8046,236,7265,177653,199452,1
79844,37,8785,1455,8002,277969,360096,1
75694,38,2313,16,6384,149276,199452,1
75694,39,2320,34,6384,266901,199416,1
66811,18,16153,1114,6773,279898,360837,1
75694,38,2320,34,6384,266910,199414,1
75694,37,85030,3290,6384,279397,199452,1
75694,19,85030,3290,6384,266737,199452,1
75694,39,2320,34,6384,151716,199431,1
83101,18,82780,3170,9355,266863,199423,1
75694,37,3750,18,6384,266897,199452,1
78360,19,8365,247,7314,180838,199429,1
75694,33,5858,73,6384,135268,199452,1
69088,22,13994,1095,6837,280429,360610,1
75694,38,2320,34,6384,266906,199495,1
82122,20,2658,3,8628,150733,0,1
75694,39,2310,10,6384,150550,199421,1
77310,29,12076,133,6948,276704,0,1
75694,38,2320,34,6384,266224,199452,1
58681,18,12805,1520,5954,250525,360833,1
75694,38,2320,34,6384,266906,199513,1
82122,21,2658,3,8628,270708,0,1
75694,39,2320,34,6384,133138,199419,1
75694,38,2320,34,6384,151623,199452,1
75694,38,2319,33,6384,146173,199452,1
81092,12,2314,19,8523,177426,199414,1
75694,39,2320,34,6384,140896,199432,1
82122,34,2658,3,8628,150733,0,1
75694,38,2320,34,6384,278235,199425,1
76874,34,12929,145,6796,277709,0,1
82122,36,2658,3,8628,265618,0,1
73191,36,59814,2672,7411,135906,359643,1
75694,38,5009,63,6384,280429,0,1
75694,30,85030,3290,6384,141192,199414,1
75694,38,8522,103,6384,280429,199452,1
75694,38,2320,34,6384,146742,199436,1
75694,38,2320,34,6384,266869,199443,1
79256,19,83948,3232,7812,266797,199438,1
75694,39,2320,34,6384,151879,199421,1
81499,21,15480,499,8410,184050,199452,1
75694,39,2320,34,6384,151879,199437,1
82122,37,2658,3,8628,150733,0,1
81700,21,83205,3192,8793,266839,199428,1
75694,39,2320,34,6384,151752,199427,1
75694,38,2320,34,6384,266906,199483,1
75694,38,2320,34,6384,272720,199448,1
80363,25,2565,11,8014,154549,0,1
75694,38,2320,34,6384,136127,199434,1
75694,38,8145,98,6384,280429,0,1
75694,38,2320,34,6384,266906,199458,1
80206,26,2557,12,7959,265951,199414,1
75694,38,2320,34,6384,280429,199433,1
82122,20,2658,3,8628,150733,0,1
75694,38,2317,27,6384,151538,199444,1
75694,27,85030,3290,6384,280429,199452,1
75694,35,2320,34,6384,182986,199420,1
75694,18,85030,3290,6384,277265,199452,1
67407,19,16153,1160,6887,279475,360841,1
75694,38,15240,178,6384,142803,199415,1
75694,38,2320,34,6384,266737,199452,1
83506,19,82657,3163,9517,266870,199421,1
75694,38,2320,34,6384,266737,199452,1
75694,38,2315,23,6384,150407,199452,1
78668,30,2476,19,7422,141616,0,1
75694,38,2320,34,6384,151690,199452,1
79452,28,7882,75,7696,271768,0,1
81617,21,83230,3194,8760,266838,199429,1
75694,39,2316,24,6384,151373,199440,1
84578,11,2310,9,9905,178548,199414,1
77644,32,2422,24,7065,140559,0,1
75694,38,2518,15,6384,266840,199452,1
75694,35,15240,178,6384,135732,199452,1
75694,38,2320,34,6384,147570,199414,1
75694,18,85030,3290,6384,267276,199452,1
75694,39,2320,34,6384,151668,199436,1
75694,38,2320,34,6384,266906,199506,1
75694,38,4622,59,6384,146777,199414,1
77912,26,2436,23,7158,275317,0,1
82138,18,83072,3185,8968,266847,199427,1
75694,38,2308,4,6384,147570,199450,1
82122,28,2658,3,8628,265618,0,1
75694,38,2320,34,6384,266909,199464,1
75694,24,60185,2182,6384,150865,199427,1
75694,38,2320,34,6384,266906,199510,1
75694,19,85030,3290,6384,266737,199452,1
75694,38,85030,3290,6384,146625,199449,1
80054,26,12205,383,7906,177896,199452,1
76287,35,2351,31,6591,279062,0,1
82122,13,2658,3,8628,269107,0,1
75694,38,2320,34,6384,266789,199522,1
82122,28,2658,3,8628,150733,0,1
75694,39,2320,34,6384,280429,199446,1
75694,38,2320,34,6384,176399,199428,1
75694,19,85030,3290,6384,266772,199452,1
75694,38,2320,34,6384,136127,199446,1
75694,38,2320,34,6384,266906,199512,1
75694,21,85030,3290,6384,274914,199452,1
75694,38,2320,34,6384,266737,199415,1
75694,38,85030,3290,6384,154670,199471,1
81633,22,2632,5,8457,151792,0,1
75694,38,2320,34,6384,266906,199468,1
80578,20,13394,425,8089,183449,199442,1
75694,38,2320,34,6384,266737,199464,1
43541,25,18339,3104,4608,136059,360468,1
75694,38,2320,34,6384,266737,199515,1
75694,38,15240,178,6384,142192,199419,1
75694,38,2320,34,6384,266737,199447,1
75694,38,2320,34,6384,280429,199419,1
75694,24,85030,3290,6384,270165,199452,1
75694,39,2320,34,6384,146306,199452,1
75694,38,2320,34,6384,139918,0,1
75694,38,2320,34,6384,266910,199452,1
78246,31,2454,21,7275,274546,0,1
76368,34,2355,30,6619,278875,0,1
75694,23,85030,3290,6384,280429,199452,1
75694,34,85030,3290,6384,277933,199452,1
79319,27,2510,16,7649,156814,0,1
82122,34,2658,3,8628,150733,0,1
75694,38,2320,34,6384,146269,199448,1
75694,18,85030,3290,6384,274066,199452,1
75694,38,2320,34,6384,266906,199439,1
75694,39,2320,34,6384,136127,199484,1
75694,38,2320,34,6384,266281,199438,1
75694,37,6857,84,6384,148083,199427,1
75694,38,2313,18,6384,146885,199452,1
75694,38,2320,34,6384,266835,199436,1
75694,32,2320,34,6384,166391,199441,1
75694,18,85030,3290,6384,274451,199452,1
75694,38,2320,34,6384,156004,199452,1
75694,39,2320,34,6384,134356,199414,1
75694,38,2320,34,6384,266906,199454,1
79952,26,2543,13,7870,265995,199450,1
75694,38,2320,34,6384,274017,199448,1
75694,39,2320,34,6384,136127,199479,1
75694,38,2320,34,6384,266203,199452,1
75694,38,2308,4,6384,148884,199433,1
77684,36,7857,1203,7428,280429,359979,1
75694,39,2319,33,6384,151866,199414,1
79773,38,2534,14,7808,155828,0,1
75694,38,2320,34,6384,266737,199432,1
75694,39,2320,34,6384,151879,199446,1
82122,36,2658,3,8628,150733,0,1
76941,38,2385,27,6819,161973,0,1
75694,38,2320,34,6384,266896,199414,1
82122,35,2658,3,8628,266678,0,1
75694,36,85030,3290,6384,279731,199452,1
75694,18,85030,3290,6384,280179,199452,1
75694,38,2422,24,6384,266908,199425,1
75694,26,85030,3290,6384,266774,199452,1
75694,38,2320,34,6384,266912,199417,1
75694,38,2320,34,6384,280429,199452,1
75694,38,3387,45,6384,280429,199417,1
75694,39,2320,34,6384,136180,199414,1
31629,21,182,3244,3472,139724,360810,1
75694,38,2320,34,6384,266737,199432,1
75694,39,2320,34,6384,151879,199445,1
75694,38,2320,34,6384,266737,199471,1
75694,38,2320,34,6384,151404,0,1
75694,38,2320,34,6384,280429,199433,1
39452,23,2608,3188,4523,157095,360852,1
75694,38,2320,34,6384,266771,199414,1
75694,18,85030,3290,6384,279990,199452,1
75694,18,85030,3290,6384,280429,199424,1
75694,38,5727,71,6384,136127,199452,1
75694,38,2320,34,6384,266909,199464,1
75694,39,2320,34,6384,143209,199440,1
82122,22,2658,3,8628,150733,0,1
81442,35,14743,2685,9893,254691,360945,1
75694,39,2320,34,6384,151702,199452,1
75694,38,3198,43,6384,280429,0,1
75694,39,2320,34,6384,280429,199439,1
75694,38,2320,34,6384,147723,0,1
79748,38,7303,67,7799,271086,0,1
79201,28,10272,315,7608,185104,199434,1
82122,28,2658,3,8628,265618,0,1
75694,39,2320,34,6384,150735,0,1
75694,38,2320,34,6384,266737,199500,1
78140,38,25672,1654,7585,234835,359795,1
75694,38,2628,5,6384,266897,199452,1
75694,38,2320,34,6384,266760,199414,1
82122,6,2658,3,8628,265618,0,1
75694,38,2320,34,6384,266737,199513,1
75694,39,2320,34,6384,140865,199431,1
75694,38,2320,34,6384,280429,199428,1
75694,39,2310,10,6384,150551,199414,1
75694,38,2621,6,6384,266912,199447,1
75694,34,25657,642,6384,150102,199462,1
77326,33,12043,133,6954,278374,0,1
79496,19,10939,338,7711,182174,199436,1
75694,39,2320,34,6384,151553,199452,1
75694,38,2308,4,6384,150223,199414,1
80804,24,13904,443,8167,185192,199444,1
75694,38,2320,34,6384,266737,199478,1
75694,36,3270,44,6384,135896,199452,1
75694,19,85030,3290,6384,266785,199452,1
83632,36,15376,2659,10173,259783,360950,1
80717,12,5406,41,8137,268853,0,1
75694,34,27248,713,6384,145373,199432,1
75694,22,85030,3290,6384,270285,199452,1
82122,21,2658,3,8628,270994,0,1
75694,21,85030,3290,6384,266737,199452,1
40849,23,3011,3171,4702,160341,360855,1
80606,25,2578,10,8099,265881,199422,1
75694,18,85030,3290,6384,266848,199452,1
75694,18,85030,3290,6384,268158,199452,1
80089,16,6636,58,7918,270301,0,1
79475,38,2518,15,7704,156475,0,1
77710,38,47117,2168,7702,181708,359651,1
81107,18,83385,3202,8555,266829,199431,1
75694,39,2316,25,6384,151400,199414,1
75694,19,85030,3290,6384,266803,199452,1
75694,29,15240,178,6384,134683,199452,1
75694,39,2320,34,6384,136127,199461,1
79867,22,83762,3222,8057,266808,199435,1
75694,31,85030,3290,6384,141736,199452,1
64441,30,9829,2888,7719,215175,360907,1
82122,27,2658,3,8628,150733,0,1
80649,24,5539,43,8114,269010,0,1
75694,38,2320,34,6384,136127,199475,1
82122,32,2658,3,8628,150733,0,1
75694,39,2320,34,6384,149879,199452,1
75694,19,85030,3290,6384,266766,199452,1
75694,39,2320,34,6384,135746,199414,1
75694,29,15240,178,6384,134573,199452,1
75694,39,2320,34,6384,143552,199442,1
75694,38,2320,34,6384,266910,199460,1
75694,18,85030,3290,6384,280429,199414,1
75694,18,85030,3290,6384,277082,199452,1
75694,39,2311,12,6384,150697,199414,1
70551,22,16153,1404,7490,277240,360860,1
75694,39,2320,34,6384,143278,199441,1
75694,29,15240,178,6384,138118,199432,1
82122,25,2658,3,8628,265618,0,1
75694,18,85030,3290,6384,155751,199510,1
75694,38,2320,34,6384,266737,199471,1
79686,27,11371,353,7777,185130,199437,1
75694,18,85030,3290,6384,153851,199463,1
75694,38,2320,34,6384,156026,199452,1
75694,38,2320,34,6384,134433,199431,1
80767,18,83489,3207,8419,266909,199432,1
78322,38,2458,21,7301,274371,0,1
75694,38,2320,34,6384,142640,0,1
75772,37,2324,33,6411,136305,0,1
75694,38,2320,34,6384,156084,199452,1
78486,29,2466,20,7358,142473,0,1
75694,18,85030,3290,6384,276592,199452,1
75694,38,2320,34,6384,266838,199522,1
75694,35,4557,58,6384,132991,199420,1
75694,38,2320,34,6384,266906,199450,1
75694,38,2320,34,6384,280429,199452,1
75694,33,85030,3290,6384,280429,199443,1
75694,38,7792,94,6384,280429,199452,1
75694,18,85030,3290,6384,276537,199424,1
78059,38,29734,1752,7607,224772,359768,1
75694,38,3458,46,6384,280429,199417,1
75694,38,2320,34,6384,136127,199512,1
75694,25,85030,3290,6384,266737,199452,1
75694,18,85030,3290,6384,276923,199452,1
75694,38,2311,12,6384,148750,199452,1
75694,39,2320,34,6384,136127,199457,1
75694,39,2309,7,6384,150343,199417,1
82122,21,2658,3,8628,266164,0,1
75694,34,2320,34,6384,182352,199421,1
75694,38,85030,3290,6384,134182,199414,1
82752,17,2312,14,9181,179856,199414,1
75694,33,85030,3290,6384,280429,199452,1
79715,25,2531,14,7787,155955,0,1
75694,38,2319,31,6384,136915,199452,1
75694,36,2320,34,6384,163154,199452,1
78387,38,13350,1359,7518,265360,359878,1
75694,39,2320,34,6384,280429,199445,1
75694,38,2320,34,6384,280429,199448,1
75694,35,85030,3290,6384,170164,199508,1
75694,38,2320,34,6384,159881,199452,1
75694,23,13101,154,6384,132991,199445,1
75694,38,4727,60,6384,280429,199421,1
75694,38,2320,34,6384,266907,199445,1
77829,38,2432,23,7129,160048,0,1
75694,38,2320,34,6384,280429,199440,1
75694,39,2320,34,6384,151742,199428,1
75694,38,10339,123,6384,144810,199414,1
75694,38,2316,26,6384,150517,199452,1
80800,38,2588,9,8166,147244,0,1
80757,24,13799,439,8151,185189,199443,1
79574,27,2524,15,7738,144944,0,1
75694,38,2320,34,6384,266912,199418,1
81916,37,15774,1611,8803,266323,294011,1
75694,19,85030,3290,6384,278560,199452,1
75694,38,2308,6,6384,147901,199452,1
71861,27,12015,1130,7028,280429,360407,1
75694,18,85030,3290,6384,280429,199432,1
75694,38,2320,34,6384,138455,0,1
49800,28,27095,3013,5200,136027,360294,1
78471,38,9184,1259,7495,275681,359906,1
81561,19,2628,5,8432,151949,0,1
75694,38,2320,34,6384,143214,0,1
80270,24,2314,21,8198,181633,199414,1
75694,38,4458,57,6384,280429,199452,1
76957,37,63939,2559,7763,140782,359572,1
75694,38,2320,34,6384,266908,199414,1
84606,37,14202,2316,9851,269191,360728,1
75694,39,2320,34,6384,150682,199414,1
75694,38,2320,34,6384,133681,199422,1
82122,29,2658,3,8628,268878,0,1
75694,38,2320,34,6384,273476,199451,1
75694,38,2320,34,6384,266828,199452,1
75694,38,2308,4,6384,149040,199430,1
77204,16,2318,29,6982,177623,199414,1
75694,18,85030,3290,6384,266831,199452,1
82122,34,2658,3,8628,150733,0,1
75694,38,6190,77,6384,280429,199425,1
80129,38,6557,57,7932,270208,0,1
75694,31,57301,2053,6384,133457,199429,1
75694,18,85030,3290,6384,274585,199430,1
75694,22,85030,3290,6384,156052,199435,1
77939,32,2438,23,7168,141230,0,1
75694,39,2320,34,6384,151879,199431,1
78104,25,2446,22,7225,274874,0,1
82122,25,2658,3,8628,265618,0,1
75694,38,85030,3290,6384,166357,199504,1
81496,18,83267,3196,8711,266908,199429,1
75694,32,85030,3290,6384,280429,199440,1
75694,29,85030,3290,6384,270652,199452,1
79085,29,2498,17,7568,143833,0,1
75694,38,2314,20,6384,147570,199431,1
75694,38,2320,34,6384,280429,199452,1
78927,29,2490,18,7512,266174,199432,1
75694,34,5351,67,6384,135391,199422,1
75694,38,2320,34,6384,136127,199417,1
75694,31,85030,3290,6384,280429,199452,1
82122,36,2658,3,8628,266125,0,1
75694,39,2320,34,6384,135353,199495,1
75694,38,2320,34,6384,266783,199452,1
76353,36,2354,30,6614,266622,199414,1
75694,28,85030,3290,6384,280429,199434,1
75694,38,4894,62,6384,145540,199444,1
75694,37,85030,3290,6384,172376,199522,1
75694,38,2320,34,6384,266878,199452,1
75694,24,85030,3290,6384,266760,199452,1
75694,39,2315,21,6384,151197,199414,1
75694,39,2320,34,6384,136127,199462,1
75694,38,2320,34,6384,147570,199414,1
75694,38,2320,34,6384,279031,199452,1
75694,38,2320,34,6384,266737,199452,1
75694,37,10856,129,6384,148536,199439,1
79947,18,83738,3221,8089,274606,199414,1
75694,39,2320,34,6384,150923,199452,1
75694,38,2320,34,6384,266831,199452,1
75694,38,2320,34,6384,135251,199441,1
75766,37,2323,33,6409,266724,199451,1
75694,38,2320,34,6384,266456,199494,1
75694,38,2320,34,6384,147294,199421,1
75694,38,2320,34,6384,266906,199414,1
75694,39,2320,34,6384,137741,199414,1
75694,27,9989,119,6384,134265,199452,1
75694,38,2320,34,6384,266791,199414,1
75694,38,3443,46,6384,280429,0,1
52996,19,10229,1878,5434,227504,360833,1
75694,38,2311,11,6384,144547,199470,1
75694,38,4282,55,6384,136127,199419,1
75694,38,2320,34,6384,136127,199513,1
75694,38,2320,34,6384,152867,199452,1
75694,39,2320,34,6384,143483,199414,1
75694,33,6145,76,6384,135198,199425,1
75694,18,85030,3290,6384,279205,199452,1
79709,38,2531,14,7785,271175,0,1
75694,38,2315,23,6384,139970,199498,1
82122,21,2658,3,8628,150733,0,1
75694,38,2320,34,6384,136127,199427,1
75694,18,85030,3290,6384,151258,199414,1
75694,38,2320,34,6384,153362,199452,1
75694,38,2320,34,6384,136127,199422,1
75694,18,85030,3290,6384,271816,199452,1
75694,38,2366,29,6384,266906,199452,1
75694,39,2320,34,6384,136127,199498,1
75694,37,85030,3290,6384,172194,199519,1
75694,18,85030,3290,6384,277413,199452,1
75694,38,2619,6,6384,266892,199452,1
75694,39,2320,34,6384,280429,199430,1
75694,18,85030,3290,6384,266910,199452,1
79093,19,10027,306,7570,181701,199434,1
82122,21,2658,3,8628,266842,0,1
80482,22,83575,3212,8304,266818,199433,1
53300,29,31990,2962,5531,136009,360196,1
75694,38,2320,34,6384,266906,199503,1
75694,38,2320,34,6384,155032,199452,1
75694,38,2315,21,6384,149935,199452,1
75694,38,2320,34,6384,151802,199452,1
72276,30,15564,489,6471,280429,256733,1
79411,28,2515,16,7681,156614,0,1
81271,23,2613,7,8331,148800,0,1
76676,18,84731,3274,6777,279084,199414,1
75694,32,2320,34,6384,165554,199452,1
75694,37,37350,1163,6384,156539,199474,1
69659,21,16153,1335,7319,277874,360854,1
75694,38,2320,34,6384,266737,199471,1
75694,38,2320,34,6384,268088,199452,1
78920,29,8924,90,7510,272995,0,1
75694,38,3187,43,6384,280429,199416,1
75694,38,2320,34,6384,266821,199433,1
77666,38,49289,2220,7714,176328,359637,1
75694,38,85030,3290,6384,168572,199510,1
75694,38,2320,34,6384,266760,199446,1
75694,38,2320,34,6384,266781,199503,1
76900,38,70789,2792,7424,135320,316857,1
75694,38,2320,34,6384,266911,199414,1
77305,33,5973,163,6946,184999,199423,1
75694,38,2320,34,6384,266843,199522,1
75694,39,2320,34,6384,149045,0,1
75694,39,2320,34,6384,146960,199430,1
75694,19,85030,3290,6384,266765,199452,1
75694,39,2320,34,6384,140176,199493,1
77166,21,5658,151,6898,175597,199452,1
75694,26,85030,3290,6384,163171,199522,1
82122,17,2658,3,8628,265618,0,1
75694,18,85030,3290,6384,266737,199452,1
75694,39,2320,34,6384,137973,199421,1
75694,19,85030,3290,6384,280429,199452,1
75694,38,2320,34,6384,136127,199443,1
75694,39,2320,34,6384,280429,199449,1
75694,38,2320,34,6384,280429,199452,1
75694,38,9591,115,6384,145067,199414,1
81578,22,2629,5,8438,266869,0,1
75694,18,85030,3290,6384,280429,199424,1
75694,38,2320,34,6384,266906,199494,1
75694,27,2320,34,6384,177558,199436,1
85118,18,82167,3137,10164,266906,199415,1
75694,39,2320,34,6384,146334,199446,1
75694,28,15240,178,6384,134508,199452,1
75694,18,85030,3290,6384,276780,199424,1
75694,38,2320,34,6384,151718,199452,1
75694,37,13146,154,6384,266737,199445,1
75694,39,2320,34,6384,147343,199420,1
75694,38,2320,34,6384,266907,199446,1
75694,38,15240,178,6384,136440,199450,1
75694,38,2320,34,6384,137676,199452,1
75694,21,85030,3290,6384,266737,199452,1
75694,39,2320,34,6384,141553,199414,1
75694,38,2320,34,6384,266908,199484,1
75694,38,2320,34,6384,147570,199414,1
77347,38,5225,726,7030,280429,293679,1
78608,23,84144,3242,7553,266786,199440,1
75694,38,2320,34,6384,151879,199452,1
78648,38,2475,19,7415,273620,0,1
76182,37,2345,31,6554,163621,0,1
75694,38,2631,5,6384,266912,199457,1
75694,38,2320,34,6384,280412,199414,1
75694,38,2320,34,6384,266900,199452,1
75694,39,2320,34,6384,136179,199414,1
35097,22,240,2959,3680,136127,344202,1
77716,32,2426,24,7089,160293,0,1
75694,38,2320,34,6384,280429,199452,1
75694,38,2320,34,6384,273572,199450,1
80772,38,2587,9,8156,147665,0,1
75694,18,85030,3290,6384,270973,199452,1
84232,13,9910,288,9609,181380,199433,1
82122,37,2658,3,8628,150733,0,1
75694,37,15240,178,6384,147605,199442,1
79801,38,2535,14,7817,270965,0,1
75694,38,2317,26,6384,147570,199423,1
80348,38,6129,51,8008,269704,0,1
78025,19,7606,220,7198,180444,199427,1
75694,38,14989,175,6384,280429,199451,1
81500,22,2625,5,8411,273124,0,1
75694,38,2320,34,6384,266796,199476,1
75694,38,2320,34,6384,147570,199414,1
82122,37,2658,3,8628,150733,0,1
77815,33,2431,23,7124,266367,199439,1
75694,38,2320,34,6384,147570,199414,1
75694,38,7639,93,6384,136127,199452,1
82117,18,2657,3,8626,150722,0,1
75694,38,2320,34,6384,266737,199474,1
